materia;nombre;creditos;id;dia;hora_inicio;minuto_inicio;hora_fin;minuto_fin;duracion;senhalizacion;edificio;capacidad;extension;area;tiene_movil_express;tipo_mobiliario;es_fijo;id;crn;semestre;numero_seccion;cupos;inscritos;disponibles;profesor1;profesor2;profesor3;id;curso;seccion;salon;franja
LENG-1204;FRANCÃS 4;3;28325;L;14;0;15;20;80;LL_102;LL;47.0;5077.0;51,7;SI;Pupitre universitario;Movil;2018-01-30458;30458;2018-01;3;25;14;11;RAMIREZ DENIS;;;42254;LENG-1204;2018-01-30458;LL_102;28325
LENG-1204;FRANCÃS 4;3;29469;V;14;0;15;20;80;LL_102;LL;47.0;5077.0;51,7;SI;Pupitre universitario;Movil;2018-01-30458;30458;2018-01;3;25;14;11;RAMIREZ DENIS;;;42255;LENG-1204;2018-01-30458;LL_102;29469
LENG-1204;FRANCÃS 4;3;28326;I;14;0;15;20;80;LL_102;LL;47.0;5077.0;51,7;SI;Pupitre universitario;Movil;2018-01-30458;30458;2018-01;3;25;14;11;RAMIREZ DENIS;;;42256;LENG-1204;2018-01-30458;LL_102;28326
LENG-1225;EXPRESSION ORALE ET PHONÃTIQUE;3;28310;J;11;0;12;20;80;C_205;C_;22.0;;42,6;si;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-20788;20788;2018-01;1;15;6;9;CARDENAS TOQUICA MARIA ISABEL;;;42257;LENG-1225;2018-01-20788;C_205;28310
LENG-1225;EXPRESSION ORALE ET PHONÃTIQUE;3;28358;M;11;0;12;20;80;C_205;C_;22.0;;42,6;si;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-20788;20788;2018-01;1;15;6;9;CARDENAS TOQUICA MARIA ISABEL;;;42258;LENG-1225;2018-01-20788;C_205;28358
LENG-1300;ALEMÃN 1 Y 2 COMBINADO BLENDED;3;28470;L;12;30;13;50;80;SD_716;SD;65.0;1105.0;140,4;Si;Silla mÃ³vil y mesa fija;Fijo;2018-01-24611;24611;2018-01;1;29;20;9;VARGAS PRADA CLAUDIA ROCIO;;;42262;LENG-1300;2018-01-24611;SD_716;28470
LENG-1300;ALEMÃN 1 Y 2 COMBINADO BLENDED;3;28590;V;12;30;13;50;80;SD_716;SD;65.0;1105.0;140,4;Si;Silla mÃ³vil y mesa fija;Fijo;2018-01-24611;24611;2018-01;1;29;20;9;VARGAS PRADA CLAUDIA ROCIO;;;42266;LENG-1300;2018-01-24611;SD_716;28590
LENG-1301;ALEMAN 1;3;28289;L;6;30;7;50;80;LL_103;LL;27.0;5078.0;64,5;SI;Pupitre universitario;Movil;2018-01-10230;10230;2018-01;1;25;22;3;ARTEAGA DIAZ RAFAEL;;;42267;LENG-1301;2018-01-10230;LL_103;28289
LENG-1301;ALEMAN 1;3;28740;V;6;30;7;50;80;LL_103;LL;27.0;5078.0;64,5;SI;Pupitre universitario;Movil;2018-01-10230;10230;2018-01;1;25;22;3;ARTEAGA DIAZ RAFAEL;;;42268;LENG-1301;2018-01-10230;LL_103;28740
LENG-1301;ALEMAN 1;3;28294;I;6;30;7;50;80;LL_103;LL;27.0;5078.0;64,5;SI;Pupitre universitario;Movil;2018-01-10230;10230;2018-01;1;25;22;3;ARTEAGA DIAZ RAFAEL;;;42269;LENG-1301;2018-01-10230;LL_103;28294
LENG-1301;ALEMAN 1;3;28302;I;8;0;9;20;80;PU_200;PU;32.0;;32,8;No;Pupitre universitario;Movil;2018-01-18467;18467;2018-01;2;25;21;4;RINCON BARRERA NATALIA;;;42270;LENG-1301;2018-01-18467;PU_200;28302
LENG-1301;ALEMAN 1;3;28553;V;8;0;9;20;80;PU_200;PU;32.0;;32,8;No;Pupitre universitario;Movil;2018-01-18467;18467;2018-01;2;25;21;4;RINCON BARRERA NATALIA;;;42271;LENG-1301;2018-01-18467;PU_200;28553
LENG-1301;ALEMAN 1;3;28301;L;8;0;9;20;80;PU_200;PU;32.0;;32,8;No;Pupitre universitario;Movil;2018-01-18467;18467;2018-01;2;25;21;4;RINCON BARRERA NATALIA;;;42272;LENG-1301;2018-01-18467;PU_200;28301
LENG-1301;ALEMAN 1;3;28279;L;9;30;10;50;80;SD_206;SD;26.0;;58,8;Si;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-10350;10350;2018-01;3;25;20;5;VARGAS PRADA CLAUDIA ROCIO;;;42276;LENG-1301;2018-01-10350;SD_206;28279
LENG-1301;ALEMAN 1;3;28280;I;9;30;10;50;80;SD_206;SD;26.0;;58,8;Si;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-10350;10350;2018-01;3;25;20;5;VARGAS PRADA CLAUDIA ROCIO;;;42277;LENG-1301;2018-01-10350;SD_206;28280
LENG-1301;ALEMAN 1;3;28281;V;9;30;10;50;80;SD_206;SD;26.0;;58,8;Si;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-10350;10350;2018-01;3;25;20;5;VARGAS PRADA CLAUDIA ROCIO;;;42278;LENG-1301;2018-01-10350;SD_206;28281
LENG-1301;ALEMAN 1;3;28470;L;12;30;13;50;80;O_303;O_;56.0;5263.0;64,2;No;Silla mÃ³vil y mesa fija;Fijo;2018-01-20755;20755;2018-01;4;25;25;0;SCHIFFERS JURGEN;;;42285;LENG-1301;2018-01-20755;O_303;28470
LENG-1301;ALEMAN 1;3;28469;I;12;30;13;50;80;O_303;O_;56.0;5263.0;64,2;No;Silla mÃ³vil y mesa fija;Fijo;2018-01-20755;20755;2018-01;4;25;25;0;SCHIFFERS JURGEN;;;42286;LENG-1301;2018-01-20755;O_303;28469
LENG-1301;ALEMAN 1;3;28590;V;12;30;13;50;80;O_303;O_;56.0;5263.0;64,2;No;Silla mÃ³vil y mesa fija;Fijo;2018-01-20755;20755;2018-01;4;25;25;0;SCHIFFERS JURGEN;;;42287;LENG-1301;2018-01-20755;O_303;28590
LENG-1301;ALEMAN 1;3;28309;L;11;0;12;20;80;LL_108;LL;36.0;5083.0;38;SI;Pupitre universitario;Movil;2018-01-25266;25266;2018-01;5;25;19;6;LOUIS TATJANA JOHNANNA;;;42294;LENG-1301;2018-01-25266;LL_108;28309
LENG-1301;ALEMAN 1;3;28357;V;11;0;12;20;80;LL_108;LL;36.0;5083.0;38;SI;Pupitre universitario;Movil;2018-01-25266;25266;2018-01;5;25;19;6;LOUIS TATJANA JOHNANNA;;;42295;LENG-1301;2018-01-25266;LL_108;28357
LENG-1301;ALEMAN 1;3;28342;I;11;0;12;20;80;LL_108;LL;36.0;5083.0;38;SI;Pupitre universitario;Movil;2018-01-25266;25266;2018-01;5;25;19;6;LOUIS TATJANA JOHNANNA;;;42296;LENG-1301;2018-01-25266;LL_108;28342
LENG-1301;ALEMAN 1;3;29469;V;14;0;15;20;80;AU_207;AU;30.0;5614.0;42,5;SI;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-10985;10985;2018-01;6;25;8;17;RINCON BARRERA NATALIA;;;42297;LENG-1301;2018-01-10985;AU_207;29469
LENG-1301;ALEMAN 1;3;28325;L;14;0;15;20;80;AU_207;AU;30.0;5614.0;42,5;SI;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-10985;10985;2018-01;6;25;8;17;RINCON BARRERA NATALIA;;;42298;LENG-1301;2018-01-10985;AU_207;28325
LENG-1301;ALEMAN 1;3;28326;I;14;0;15;20;80;AU_207;AU;30.0;5614.0;42,5;SI;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-10985;10985;2018-01;6;25;8;17;RINCON BARRERA NATALIA;;;42299;LENG-1301;2018-01-10985;AU_207;28326
LENG-1301;ALEMAN 1;3;28470;L;12;30;13;50;80;ML_514;ML;69.0;1620.0;98,1;Si;Silla mÃ³vil y mesa fija;Fijo;2018-01-13483;13483;2018-01;7;25;20;5;ENCISO HERRERA CINDY ALEJANDRA;;;42303;LENG-1301;2018-01-13483;ML_514;28470
LENG-1301;ALEMAN 1;3;28590;V;12;30;13;50;80;ML_514;ML;69.0;1620.0;98,1;Si;Silla mÃ³vil y mesa fija;Fijo;2018-01-13483;13483;2018-01;7;25;20;5;ENCISO HERRERA CINDY ALEJANDRA;;;42304;LENG-1301;2018-01-13483;ML_514;28590
LENG-1301;ALEMAN 1;3;28469;I;12;30;13;50;80;ML_514;ML;69.0;1620.0;98,1;Si;Silla mÃ³vil y mesa fija;Fijo;2018-01-13483;13483;2018-01;7;25;20;5;ENCISO HERRERA CINDY ALEJANDRA;;;42305;LENG-1301;2018-01-13483;ML_514;28469
LENG-1301;ALEMAN 1;3;28536;L;15;30;16;50;80;LL_203;LL;32.0;5086.0;52,4;Si;Silla mÃ³vil y mesa fija;Fijo;2018-01-27518;27518;2018-01;8;25;11;14;SCHIFFERS JURGEN;;;42306;LENG-1301;2018-01-27518;LL_203;28536
LENG-1301;ALEMAN 1;3;28569;I;15;30;16;50;80;LL_203;LL;32.0;5086.0;52,4;Si;Silla mÃ³vil y mesa fija;Fijo;2018-01-27518;27518;2018-01;8;25;11;14;SCHIFFERS JURGEN;;;42307;LENG-1301;2018-01-27518;LL_203;28569
LENG-1301;ALEMAN 1;3;28568;V;15;30;16;50;80;LL_203;LL;32.0;5086.0;52,4;Si;Silla mÃ³vil y mesa fija;Fijo;2018-01-27518;27518;2018-01;8;25;11;14;SCHIFFERS JURGEN;;;42308;LENG-1301;2018-01-27518;LL_203;28568
LENG-1301;ALEMAN 1;3;28573;M;14;0;15;20;80;LL_106;LL;36.0;5081.0;38;SI;Pupitre universitario;Movil;2018-01-22824;22824;2018-01;10;25;16;9;REAL ORJUELA MARIA ANDREA;;;42315;LENG-1301;2018-01-22824;LL_106;28573
LENG-1301;ALEMAN 1;3;28574;J;14;0;15;20;80;LL_106;LL;36.0;5081.0;38;SI;Pupitre universitario;Movil;2018-01-22824;22824;2018-01;10;25;16;9;REAL ORJUELA MARIA ANDREA;;;42316;LENG-1301;2018-01-22824;LL_106;28574
LENG-1301;ALEMAN 1;3;28326;I;14;0;15;20;80;LL_106;LL;36.0;5081.0;38;SI;Pupitre universitario;Movil;2018-01-22824;22824;2018-01;10;25;16;9;REAL ORJUELA MARIA ANDREA;;;42317;LENG-1301;2018-01-22824;LL_106;28326
LENG-1302;ALEMAN 2;3;28301;L;8;0;9;20;80;AU_208;AU;27.0;5615.0;30,9;No;Pupitre universitario;Movil;2018-01-10231;10231;2018-01;1;25;12;13;ARTEAGA DIAZ RAFAEL;;;42318;LENG-1302;2018-01-10231;AU_208;28301
LENG-1302;ALEMAN 2;3;28302;I;8;0;9;20;80;AU_208;AU;27.0;5615.0;30,9;No;Pupitre universitario;Movil;2018-01-10231;10231;2018-01;1;25;12;13;ARTEAGA DIAZ RAFAEL;;;42319;LENG-1302;2018-01-10231;AU_208;28302
LENG-1302;ALEMAN 2;3;28553;V;8;0;9;20;80;AU_208;AU;27.0;5615.0;30,9;No;Pupitre universitario;Movil;2018-01-10231;10231;2018-01;1;25;12;13;ARTEAGA DIAZ RAFAEL;;;42320;LENG-1302;2018-01-10231;AU_208;28553
LENG-1302;ALEMAN 2;3;28309;L;11;0;12;20;80;W_503;W_;24.0;5019.0;54,8;Si;Silla mÃ³vil y mesa fija;Fijo;2018-01-10351;10351;2018-01;2;23;20;3;DAVILA MATEUS PAUL RICARDO;;;42327;LENG-1302;2018-01-10351;W_503;28309
LENG-1302;ALEMAN 2;3;28357;V;11;0;12;20;80;W_503;W_;24.0;5019.0;54,8;Si;Silla mÃ³vil y mesa fija;Fijo;2018-01-10351;10351;2018-01;2;23;20;3;DAVILA MATEUS PAUL RICARDO;;;42328;LENG-1302;2018-01-10351;W_503;28357
LENG-1302;ALEMAN 2;3;28342;I;11;0;12;20;80;W_503;W_;24.0;5019.0;54,8;Si;Silla mÃ³vil y mesa fija;Fijo;2018-01-10351;10351;2018-01;2;23;20;3;DAVILA MATEUS PAUL RICARDO;;;42329;LENG-1302;2018-01-10351;W_503;28342
LENG-1302;ALEMAN 2;3;28470;L;12;30;13;50;80;SD_203;SD;26.0;;58,8;Si;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-11686;11686;2018-01;3;25;21;4;RINCON BARRERA NATALIA;;;42330;LENG-1302;2018-01-11686;SD_203;28470
LENG-1302;ALEMAN 2;3;28469;I;12;30;13;50;80;SD_203;SD;26.0;;58,8;Si;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-11686;11686;2018-01;3;25;21;4;RINCON BARRERA NATALIA;;;42331;LENG-1302;2018-01-11686;SD_203;28469
LENG-1302;ALEMAN 2;3;28590;V;12;30;13;50;80;SD_203;SD;26.0;;58,8;Si;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-11686;11686;2018-01;3;25;21;4;RINCON BARRERA NATALIA;;;42332;LENG-1302;2018-01-11686;SD_203;28590
LENG-1302;ALEMAN 2;3;28573;M;14;0;15;20;80;C_212;C_;22.0;;42,8;si;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-18468;18468;2018-01;5;25;14;11;GONZALEZ BAQUERO MARIA PAULA;;;42339;LENG-1302;2018-01-18468;C_212;28573
LENG-1302;ALEMAN 2;3;28574;J;14;0;15;20;80;C_212;C_;22.0;;42,8;si;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-18468;18468;2018-01;5;25;14;11;GONZALEZ BAQUERO MARIA PAULA;;;42340;LENG-1302;2018-01-18468;C_212;28574
LENG-1302;ALEMAN 2;3;28326;I;14;0;15;20;80;C_212;C_;22.0;;42,8;si;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-18468;18468;2018-01;5;25;14;11;GONZALEZ BAQUERO MARIA PAULA;;;42341;LENG-1302;2018-01-18468;C_212;28326
LENG-1303;ALEMAN 3;3;28279;L;9;30;10;50;80;LL_103;LL;27.0;5078.0;64,5;SI;Pupitre universitario;Movil;2018-01-10934;10934;2018-01;1;25;20;5;REAL ORJUELA MARIA ANDREA;;;42342;LENG-1303;2018-01-10934;LL_103;28279
LENG-1303;ALEMAN 3;3;28281;V;9;30;10;50;80;LL_103;LL;27.0;5078.0;64,5;SI;Pupitre universitario;Movil;2018-01-10934;10934;2018-01;1;25;20;5;REAL ORJUELA MARIA ANDREA;;;42343;LENG-1303;2018-01-10934;LL_103;28281
LENG-1303;ALEMAN 3;3;28280;I;9;30;10;50;80;LL_103;LL;27.0;5078.0;64,5;SI;Pupitre universitario;Movil;2018-01-10934;10934;2018-01;1;25;20;5;REAL ORJUELA MARIA ANDREA;;;42344;LENG-1303;2018-01-10934;LL_103;28280
LENG-1303;ALEMAN 3;3;28309;L;11;0;12;20;80;Q_308;Q_;27.0;1456.0;44,5;SI;Silla mÃ³vil y mesa fija;Fijo;2018-01-16439;16439;2018-01;2;25;17;8;ENCISO HERRERA CINDY ALEJANDRA;;;42345;LENG-1303;2018-01-16439;Q_308;28309
LENG-1303;ALEMAN 3;3;28342;I;11;0;12;20;80;Q_308;Q_;27.0;1456.0;44,5;SI;Silla mÃ³vil y mesa fija;Fijo;2018-01-16439;16439;2018-01;2;25;17;8;ENCISO HERRERA CINDY ALEJANDRA;;;42346;LENG-1303;2018-01-16439;Q_308;28342
LENG-1303;ALEMAN 3;3;28357;V;11;0;12;20;80;Q_308;Q_;27.0;1456.0;44,5;SI;Silla mÃ³vil y mesa fija;Fijo;2018-01-16439;16439;2018-01;2;25;17;8;ENCISO HERRERA CINDY ALEJANDRA;;;42347;LENG-1303;2018-01-16439;Q_308;28357
LENG-1303;ALEMAN 3;3;28325;L;14;0;15;20;80;SD_305;SD;26.0;;58,8;Si;Silla mÃ³vil y mesa fija;Fijo;2018-01-18469;18469;2018-01;3;25;14;11;VARGAS PRADA CLAUDIA ROCIO;;;42354;LENG-1303;2018-01-18469;SD_305;28325
LENG-1303;ALEMAN 3;3;29469;V;14;0;15;20;80;SD_305;SD;26.0;;58,8;Si;Silla mÃ³vil y mesa fija;Fijo;2018-01-18469;18469;2018-01;3;25;14;11;VARGAS PRADA CLAUDIA ROCIO;;;42355;LENG-1303;2018-01-18469;SD_305;29469
LENG-1303;ALEMAN 3;3;28326;I;14;0;15;20;80;SD_305;SD;26.0;;58,8;Si;Silla mÃ³vil y mesa fija;Fijo;2018-01-18469;18469;2018-01;3;25;14;11;VARGAS PRADA CLAUDIA ROCIO;;;42356;LENG-1303;2018-01-18469;SD_305;28326
LENG-1304;ALEMAN 4;3;28279;L;9;30;10;50;80;AU_304;AU;28.0;5622.0;37,1;No;Pupitre universitario;Movil;2018-01-10232;10232;2018-01;1;25;18;7;DAVILA MATEUS PAUL RICARDO;;;42357;LENG-1304;2018-01-10232;AU_304;28279
LENG-1304;ALEMAN 4;3;28280;I;9;30;10;50;80;AU_304;AU;28.0;5622.0;37,1;No;Pupitre universitario;Movil;2018-01-10232;10232;2018-01;1;25;18;7;DAVILA MATEUS PAUL RICARDO;;;42358;LENG-1304;2018-01-10232;AU_304;28280
LENG-1304;ALEMAN 4;3;28281;V;9;30;10;50;80;AU_304;AU;28.0;5622.0;37,1;No;Pupitre universitario;Movil;2018-01-10232;10232;2018-01;1;25;18;7;DAVILA MATEUS PAUL RICARDO;;;42359;LENG-1304;2018-01-10232;AU_304;28281
LENG-1304;ALEMAN 4;3;28309;L;11;0;12;20;80;AU_309;AU;28.0;5627.0;42,5;Si;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-22827;22827;2018-01;2;25;21;4;REAL ORJUELA MARIA ANDREA;;;42366;LENG-1304;2018-01-22827;AU_309;28309
LENG-1304;ALEMAN 4;3;28342;I;11;0;12;20;80;AU_309;AU;28.0;5627.0;42,5;Si;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-22827;22827;2018-01;2;25;21;4;REAL ORJUELA MARIA ANDREA;;;42367;LENG-1304;2018-01-22827;AU_309;28342
LENG-1304;ALEMAN 4;3;28357;V;11;0;12;20;80;AU_309;AU;28.0;5627.0;42,5;Si;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-22827;22827;2018-01;2;25;21;4;REAL ORJUELA MARIA ANDREA;;;42368;LENG-1304;2018-01-22827;AU_309;28357
LENG-1328;PHONETIK UND MÃNDLICHER AUSDRU;3;28569;I;15;30;16;50;80;SD_307;SD;26.0;;58,2;Si;Silla mÃ³vil y mesa fija;Fijo;2018-01-16429;16429;2018-01;1;13;12;1;BIER NICOLE;;;42375;LENG-1328;2018-01-16429;SD_307;28569
LENG-1328;PHONETIK UND MÃNDLICHER AUSDRU;3;28536;L;15;30;16;50;80;SD_307;SD;26.0;;58,2;Si;Silla mÃ³vil y mesa fija;Fijo;2018-01-16429;16429;2018-01;1;13;12;1;BIER NICOLE;;;42376;LENG-1328;2018-01-16429;SD_307;28536
LENG-1328;PHONETIK UND MÃNDLICHER AUSDRU;3;28568;V;15;30;16;50;80;SD_307;SD;26.0;;58,2;Si;Silla mÃ³vil y mesa fija;Fijo;2018-01-16429;16429;2018-01;1;13;12;1;BIER NICOLE;;;42377;LENG-1328;2018-01-16429;SD_307;28568
LENG-1329;DEUTSCHE GRAMMATIK;3;28569;I;15;30;16;50;80;AU_311;AU;19.0;5629.0;21,3;No;Pupitre universitario;Movil;2018-01-16432;16432;2018-01;1;15;4;11;ENCISO HERRERA CINDY ALEJANDRA;;;42381;LENG-1329;2018-01-16432;AU_311;28569
LENG-1329;DEUTSCHE GRAMMATIK;3;28568;V;15;30;16;50;80;AU_311;AU;19.0;5629.0;21,3;No;Pupitre universitario;Movil;2018-01-16432;16432;2018-01;1;15;4;11;ENCISO HERRERA CINDY ALEJANDRA;;;42382;LENG-1329;2018-01-16432;AU_311;28568
LENG-1329;DEUTSCHE GRAMMATIK;3;28536;L;15;30;16;50;80;AU_311;AU;19.0;5629.0;21,3;No;Pupitre universitario;Movil;2018-01-16432;16432;2018-01;1;15;4;11;ENCISO HERRERA CINDY ALEJANDRA;;;42383;LENG-1329;2018-01-16432;AU_311;28536
LENG-1350B;ESCUELA, MEMORIA, NACIÃN;3;28574;J;14;0;15;20;80;AU_308;AU;30.0;5626.0;45,8;Si;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-21988;21988;2018-01;1;24;11;13;LOUIS TATJANA JOHNANNA;;;42387;LENG-1350B;2018-01-21988;AU_308;28574
LENG-1350B;ESCUELA, MEMORIA, NACIÃN;3;28573;M;14;0;15;20;80;AU_308;AU;30.0;5626.0;45,8;Si;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-21988;21988;2018-01;1;24;11;13;LOUIS TATJANA JOHNANNA;;;42388;LENG-1350B;2018-01-21988;AU_308;28573
LENG-1401;JAPONES 1;3;28553;V;8;0;9;20;80;AU_305;AU;29.0;5623.0;29,4;No;Pupitre universitario;Movil;2018-01-25271;25271;2018-01;1;25;14;11;LOPEZ COBOS HUMBERTO;;;42392;LENG-1401;2018-01-25271;AU_305;28553
LENG-1401;JAPONES 1;3;28301;L;8;0;9;20;80;AU_305;AU;29.0;5623.0;29,4;No;Pupitre universitario;Movil;2018-01-25271;25271;2018-01;1;25;14;11;LOPEZ COBOS HUMBERTO;;;42393;LENG-1401;2018-01-25271;AU_305;28301
LENG-1401;JAPONES 1;3;28302;I;8;0;9;20;80;AU_305;AU;29.0;5623.0;29,4;No;Pupitre universitario;Movil;2018-01-25271;25271;2018-01;1;25;14;11;LOPEZ COBOS HUMBERTO;;;42394;LENG-1401;2018-01-25271;AU_305;28302
LENG-1401;JAPONES 1;3;28279;L;9;30;10;50;80;R_109;R_;37.0;;37,5;No;Pupitre universitario;Movil;2018-01-10990;10990;2018-01;2;25;20;5;ALVAREZ BARRETO MONICA ANDREA;;;42398;LENG-1401;2018-01-10990;R_109;28279
LENG-1401;JAPONES 1;3;28281;V;9;30;10;50;80;R_109;R_;37.0;;37,5;No;Pupitre universitario;Movil;2018-01-10990;10990;2018-01;2;25;20;5;ALVAREZ BARRETO MONICA ANDREA;;;42399;LENG-1401;2018-01-10990;R_109;28281
LENG-1401;JAPONES 1;3;28280;I;9;30;10;50;80;R_109;R_;37.0;;37,5;No;Pupitre universitario;Movil;2018-01-10990;10990;2018-01;2;25;20;5;ALVAREZ BARRETO MONICA ANDREA;;;42400;LENG-1401;2018-01-10990;R_109;28280
LENG-1401;JAPONES 1;3;28470;L;12;30;13;50;80;AU_310;AU;27.0;5628.0;31;No;Pupitre universitario;Movil;2018-01-27536;27536;2018-01;4;25;18;7;LOPEZ COBOS HUMBERTO;;;42401;LENG-1401;2018-01-27536;AU_310;28470
LENG-1401;JAPONES 1;3;28469;I;12;30;13;50;80;AU_310;AU;27.0;5628.0;31;No;Pupitre universitario;Movil;2018-01-27536;27536;2018-01;4;25;18;7;LOPEZ COBOS HUMBERTO;;;42402;LENG-1401;2018-01-27536;AU_310;28469
LENG-1401;JAPONES 1;3;28590;V;12;30;13;50;80;AU_310;AU;27.0;5628.0;31;No;Pupitre universitario;Movil;2018-01-27536;27536;2018-01;4;25;18;7;LOPEZ COBOS HUMBERTO;;;42403;LENG-1401;2018-01-27536;AU_310;28590
LENG-1401;JAPONES 1;3;42142;S;8;0;12;20;260;AU_304;AU;28.0;5622.0;37,1;No;Pupitre universitario;Movil;2018-01-27540;27540;2018-01;5;25;18;7;ESLAVA LOZZI PAULA;;;42410;LENG-1401;2018-01-27540;AU_304;42142
LENG-1402;JAPONES 2;3;28279;L;9;30;10;50;80;Q_308;Q_;27.0;1456.0;44,5;SI;Silla mÃ³vil y mesa fija;Fijo;2018-01-10530;10530;2018-01;1;25;11;14;TAKIUCHI KAYO;;;42417;LENG-1402;2018-01-10530;Q_308;28279
LENG-1402;JAPONES 2;3;28280;I;9;30;10;50;80;Q_308;Q_;27.0;1456.0;44,5;SI;Silla mÃ³vil y mesa fija;Fijo;2018-01-10530;10530;2018-01;1;25;11;14;TAKIUCHI KAYO;;;42418;LENG-1402;2018-01-10530;Q_308;28280
LENG-1402;JAPONES 2;3;28281;V;9;30;10;50;80;Q_308;Q_;27.0;1456.0;44,5;SI;Silla mÃ³vil y mesa fija;Fijo;2018-01-10530;10530;2018-01;1;25;11;14;TAKIUCHI KAYO;;;42419;LENG-1402;2018-01-10530;Q_308;28281
LENG-1402;JAPONES 2;3;28309;L;11;0;12;20;80;AU_301;AU;29.0;5619.0;29,4;No;Pupitre universitario;Movil;2018-01-27542;27542;2018-01;2;25;18;7;ALVAREZ BARRETO MONICA ANDREA;;;42426;LENG-1402;2018-01-27542;AU_301;28309
LENG-1402;JAPONES 2;3;28342;I;11;0;12;20;80;AU_301;AU;29.0;5619.0;29,4;No;Pupitre universitario;Movil;2018-01-27542;27542;2018-01;2;25;18;7;ALVAREZ BARRETO MONICA ANDREA;;;42427;LENG-1402;2018-01-27542;AU_301;28342
LENG-1402;JAPONES 2;3;28357;V;11;0;12;20;80;AU_301;AU;29.0;5619.0;29,4;No;Pupitre universitario;Movil;2018-01-27542;27542;2018-01;2;25;18;7;ALVAREZ BARRETO MONICA ANDREA;;;42428;LENG-1402;2018-01-27542;AU_301;28357
LENG-1402;JAPONES 2;3;42142;S;8;0;12;20;260;AU_302;AU;31.0;5620.0;37;No;Pupitre universitario;Movil;2018-01-22872;22872;2018-01;3;25;9;16;KANAGAE YOKO;MASUDA YUKINO;;42435;LENG-1402;2018-01-22872;AU_302;42142
LENG-1403;JAPONES 3;3;28301;L;8;0;9;20;80;AU_304;AU;28.0;5622.0;37,1;No;Pupitre universitario;Movil;2018-01-25273;25273;2018-01;1;25;18;7;TAKIUCHI KAYO;;;42442;LENG-1403;2018-01-25273;AU_304;28301
LENG-1403;JAPONES 3;3;28302;I;8;0;9;20;80;AU_304;AU;28.0;5622.0;37,1;No;Pupitre universitario;Movil;2018-01-25273;25273;2018-01;1;25;18;7;TAKIUCHI KAYO;;;42443;LENG-1403;2018-01-25273;AU_304;28302
LENG-1403;JAPONES 3;3;28553;V;8;0;9;20;80;AU_304;AU;28.0;5622.0;37,1;No;Pupitre universitario;Movil;2018-01-25273;25273;2018-01;1;25;18;7;TAKIUCHI KAYO;;;42444;LENG-1403;2018-01-25273;AU_304;28553
LENG-1403;JAPONES 3;3;42142;S;8;0;12;20;260;S1_202;S1;45.0;;67;No;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-30493;30493;2018-01;2;25;19;6;TAKIUCHI KAYO;;;42451;LENG-1403;2018-01-30493;S1_202;42142
LENG-1404;JAPONES 4;3;28470;L;12;30;13;50;80;SD_202;SD;26.0;;58,8;Si;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-10605;10605;2018-01;1;25;12;13;TAKIUCHI KAYO;;;42458;LENG-1404;2018-01-10605;SD_202;28470
LENG-1404;JAPONES 4;3;28469;I;12;30;13;50;80;SD_202;SD;26.0;;58,8;Si;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-10605;10605;2018-01;1;25;12;13;TAKIUCHI KAYO;;;42459;LENG-1404;2018-01-10605;SD_202;28469
LENG-1404;JAPONES 4;3;28590;V;12;30;13;50;80;SD_202;SD;26.0;;58,8;Si;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-10605;10605;2018-01;1;25;12;13;TAKIUCHI KAYO;;;42460;LENG-1404;2018-01-10605;SD_202;28590
LENG-1406;JAPONÃS PARA JPOP Y DORAMA;3;28573;M;14;0;15;20;80;SD_206;SD;26.0;;58,8;Si;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-29709;29709;2018-01;1;25;7;18;ALVAREZ BARRETO MONICA ANDREA;;;42467;LENG-1406;2018-01-29709;SD_206;28573
LENG-1406;JAPONÃS PARA JPOP Y DORAMA;3;28574;J;14;0;15;20;80;SD_206;SD;26.0;;58,8;Si;Silla mÃ³vil, mesa mÃ³vil;Movil;2018-01-29709;29709;2018-01;1;25;7;18;ALVAREZ BARRETO MONICA ANDREA;;;42468;LENG-1406;2018-01-29709;SD_206;28574
